date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,hour,day_of_week,month,week_status,NSM
2016-01-16 08:50:00,50,0,21.5,41.8,20.79,40.59,20.6667,42.06,21.1667,42.6267,19.6,46.23,1.0333,95.19,18.6,42.5,19.7,49.56,17.89,46.8633,1.2833,762.75,96.8333,3.0,63.0,0.7667,8,5,1,Weekend,31800
2016-01-16 09:00:00,70,0,21.5667,42.5267,20.8567,40.7233,20.6667,42.2667,21.0333,42.6267,19.7,46.26,1.2267,95.2633,18.6,42.56,19.7,49.5,17.89,46.73,1.3,762.8,97.0,3.0,63.0,0.8,9,5,1,Weekend,32400
2016-01-16 09:10:00,60,0,21.6333,42.1,20.9267,40.79,20.7,42.4,20.89,42.6633,19.76,46.26,1.39,95.3,18.6,42.59,19.7,49.53,17.89,46.5267,1.4167,762.8833,96.6667,3.0,55.8333,0.8667,9,5,1,Weekend,33000
2016-01-16 09:20:00,70,0,21.7,41.6333,21.0,40.53,20.7,42.2667,20.8233,42.59,19.8233,45.9233,1.4633,95.3667,18.6,42.59,19.6333,49.4633,17.89,46.3725,1.5333,762.9667,96.3333,3.0,48.6667,0.9333,9,5,1,Weekend,33600
2016-01-16 09:30:00,60,0,21.745,40.995,21.0333,40.4,20.7,42.09,20.7,42.59,19.89,45.39,1.6333,95.4333,18.6,42.53,19.6333,49.4333,17.89,46.23,1.65,763.05,96.0,3.0,41.5,1.0,9,5,1,Weekend,34200
2016-01-16 09:40:00,50,0,21.79,40.79,21.1,40.4,20.7,42.09,20.7,42.59,20.0,45.0267,1.76,95.5,18.6,42.5,19.7,49.5,17.79,45.9667,1.7667,763.1333,95.6667,3.0,34.3333,1.0667,9,5,1,Weekend,34800
2016-01-16 09:50:00,60,0,21.8567,40.8633,21.15,40.4,20.79,42.09,20.6,42.59,20.0667,44.9,1.6667,95.4667,18.6,42.4333,19.6,49.5,17.79,45.8267,1.8833,763.2167,95.3333,3.0,27.1667,1.1333,9,5,1,Weekend,35400
2016-01-16 10:00:00,60,0,21.89,40.79,21.2,40.4,20.79,42.09,20.5333,42.59,20.1,44.79,1.5333,95.4667,18.6,42.6933,19.6,49.5,17.79,45.76,2.0,763.3,95.0,3.0,20.0,1.2,10,5,1,Weekend,36000
2016-01-16 10:10:00,80,0,21.89,40.79,21.26,40.4667,20.79,42.145,20.5,42.59,20.1,44.73,1.4267,95.4333,18.6,43.0267,19.6,49.5,17.79,45.7,2.25,763.3167,94.6667,3.0,20.0,1.4,10,5,1,Weekend,36600
2016-01-16 10:20:00,100,0,21.89,40.8267,21.29,40.4667,20.79,42.2,20.5,42.53,20.1333,44.7,1.5,95.5,18.7,43.23,19.6,49.5,17.79,45.56,2.5,763.3333,94.3333,3.0,20.0,1.6,10,5,1,Weekend,37200
2016-01-16 10:30:00,60,0,21.9633,41.1,21.3567,40.4,20.79,42.2,20.5,42.4667,20.2,44.7,1.8,95.59,18.7,43.23,19.6,49.6267,17.8567,45.5,2.75,763.35,94.0,3.0,20.0,1.8,10,5,1,Weekend,37800
2016-01-16 10:40:00,70,0,22.0,41.3333,21.39,40.3267,20.79,42.2667,20.5,42.3267,20.2,44.7,2.0,95.6567,18.7,42.9667,19.6,49.76,17.8233,45.29,3.0,763.3667,93.6667,3.0,20.0,2.0,10,5,1,Weekend,38400
2016-01-16 10:50:00,60,0,22.0,41.1267,21.39,40.4667,20.8567,42.4667,20.5,42.3267,20.2,44.7,2.03,95.7267,18.7,42.9667,19.6333,49.8267,17.89,45.29,3.25,763.3833,93.3333,3.0,20.0,2.2,10,5,1,Weekend,39000
2016-01-16 11:00:00,60,0,22.0333,41.03,21.5,40.56,20.9267,42.5,20.5,42.3267,20.2,44.59,2.2233,95.8667,18.8233,43.03,19.7,49.9667,17.89,45.26,3.5,763.4,93.0,3.0,20.0,2.4,11,5,1,Weekend,39600
2016-01-16 11:10:00,50,0,22.1,41.03,21.5,40.5,21.0,42.5,20.5667,42.26,20.29,44.6633,2.26,95.8667,18.89,43.09,19.7,49.9333,17.89,45.2,3.7,763.4833,92.0,3.0,20.5,2.45,11,5,1,Weekend,40200
2016-01-16 11:20:00,50,0,22.1,41.0,21.5,40.5,21.0333,42.53,20.5,42.245,20.23,44.53,2.2675,95.875,19.0,43.1633,19.7,50.0,17.89,45.09,3.9,763.5667,91.0,3.0,21.0,2.5,11,5,1,Weekend,40800
2016-01-16 11:30:00,40,0,22.1667,41.06,21.5,40.4333,21.0333,42.53,20.5,42.2,20.29,44.56,2.43,95.9667,19.0667,43.09,19.73,50.1267,17.89,45.09,4.1,763.65,90.0,3.0,21.5,2.55,11,5,1,Weekend,41400
2016-01-16 11:40:00,50,0,22.2,41.09,21.6,40.4,21.0,42.5,20.5,42.1633,20.29,44.5,2.6567,96.03,19.2,43.2667,19.79,50.2,17.89,45.09,4.3,763.7333,89.0,3.0,22.0,2.6,11,5,1,Weekend,42000
2016-01-16 11:50:00,70,0,22.2,41.1633,21.5333,40.4667,21.0,42.56,20.5,42.09,20.29,44.5,2.8633,96.1567,19.2,43.4,19.79,50.23,17.89,45.09,4.5,763.8167,88.0,3.0,22.5,2.65,11,5,1,Weekend,42600
2016-01-16 12:00:00,60,0,22.1667,41.23,21.6,40.5,21.0,42.59,20.5,42.1633,20.29,44.5,3.1267,96.19,19.29,43.4,19.8567,50.3633,17.89,45.1267,4.7,763.9,87.0,3.0,23.0,2.7,12,5,1,Weekend,43200
2016-01-16 12:10:00,60,0,22.1667,41.29,21.6,40.5,21.0667,42.6633,20.5,42.09,20.26,44.4667,3.26,96.2633,19.3567,43.4,19.89,50.8,17.9633,45.1267,4.9,763.8667,83.5,3.3333,23.6667,2.25,12,5,1,Weekend,43800
2016-01-16 12:20:00,80,0,22.1,41.29,21.5667,40.5,21.1,42.7,20.4633,41.9667,20.2,44.4,3.4333,96.2267,19.445,43.4,19.9267,51.0967,17.9267,45.0,5.1,763.8333,80.0,3.6667,24.3333,1.8,12,5,1,Weekend,44400
2016-01-16 12:30:00,80,0,22.1,41.29,21.5,40.5,21.1,42.6267,20.4633,41.9,20.26,44.56,3.56,96.2267,19.6,43.3633,20.0667,51.23,18.0,44.8975,5.3,763.8,76.5,4.0,25.0,1.35,12,5,1,Weekend,45000
2016-01-16 12:40:00,80,0,22.1,41.29,21.5,40.53,21.1,42.59,20.39,41.8633,20.2,44.56,3.8267,96.19,19.6667,43.49,20.1333,50.9967,18.0,44.79,5.5,763.7667,73.0,4.3333,25.6667,0.9,12,5,1,Weekend,45600
2016-01-16 12:50:00,90,0,22.075,40.045,21.3,38.9233,21.0333,41.7233,20.1967,40.53,21.3333,79.7933,4.0267,96.2633,19.89,42.9967,20.2,50.1967,18.0,44.6633,5.7,763.7333,69.5,4.6667,26.3333,0.45,12,5,1,Weekend,46200
2016-01-16 13:00:00,90,0,22.0,39.2233,21.1,37.95,20.89,40.99,20.1,40.2233,21.6667,79.7933,4.4967,96.2267,19.89,42.1967,20.23,49.3333,18.0,44.4633,5.9,763.7,66.0,5.0,27.0,0.0,13,5,1,Weekend,46800
2016-01-16 13:10:00,100,0,22.0,39.6267,21.1,38.1567,20.9633,40.79,20.1667,39.9633,21.03,80.2267,4.6233,96.2267,19.9633,41.2667,20.29,48.86,18.0333,44.2,5.8833,763.7,68.3333,4.8333,29.1667,0.4167,13,5,1,Weekend,47400
2016-01-16 13:20:00,80,0,22.0,39.5667,21.1,38.3633,21.0,40.8267,20.1667,40.09,20.8233,80.8333,4.3967,96.1267,19.89,40.8,20.39,48.6633,18.0333,44.0,5.8667,763.7,70.6667,4.6667,31.3333,0.8333,13,5,1,Weekend,48000
2016-01-16 13:30:00,90,0,21.9633,39.56,21.1,38.5,21.0,40.9,20.1667,40.3633,20.53,80.4,3.9967,96.0,19.89,40.3333,20.39,48.53,18.0,43.6633,5.85,763.7,73.0,4.5,33.5,1.25,13,5,1,Weekend,48600
2016-01-16 13:40:00,80,0,21.89,39.4333,21.1,38.5,21.0,40.9667,20.2,41.03,20.3233,78.5267,3.73,95.8667,19.89,40.2,20.4267,48.4,18.0,43.7967,5.8333,763.7,75.3333,4.3333,35.6667,1.6667,13,5,1,Weekend,49200
2016-01-16 13:50:00,80,0,21.89,39.53,21.1,38.59,21.0,40.9633,20.26,41.6233,20.26,74.7933,3.8633,95.8667,19.89,39.99,20.5,48.2667,18.0333,44.0667,5.8167,763.7,77.6667,4.1667,37.8333,2.0833,13,5,1,Weekend,49800
2016-01-16 14:00:00,80,0,21.89,39.59,21.1,38.6633,20.9267,41.1633,20.29,41.9,20.2,71.3933,4.16,96.03,19.9633,39.93,20.5,47.9233,18.1,44.2,5.8,763.7,80.0,4.0,40.0,2.5,14,5,1,Weekend,50400
2016-01-16 14:10:00,80,0,21.89,39.5,21.1,38.73,20.89,41.23,20.3567,41.9,20.1,67.795,4.4,96.115,20.1333,40.3267,20.5,47.39,18.1333,44.09,5.7,763.7,77.8333,4.5,40.0,1.9833,14,5,1,Weekend,51000
2016-01-16 14:20:00,90,0,21.89,39.5,21.1,38.79,20.89,41.29,20.39,41.9667,19.9633,65.6667,4.6267,96.19,20.26,40.4,20.6,46.8633,18.2,44.03,5.6,763.7,75.6667,5.0,40.0,1.4667,14,5,1,Weekend,51600
2016-01-16 14:30:00,70,0,21.89,39.4667,21.0,38.79,21.0,41.29,20.39,41.9,19.89,64.3333,4.9967,96.2267,20.5333,40.0267,20.6,46.4633,18.2,43.9,5.5,763.7,73.5,5.5,40.0,0.95,14,5,1,Weekend,52200
2016-01-16 14:40:00,50,0,21.89,39.4,21.0,38.79,21.0,41.29,20.39,41.9,19.79,62.1933,5.19,96.3667,20.6,39.6933,20.6,45.93,18.2,43.9,5.4,763.7,71.3333,6.0,40.0,0.4333,14,5,1,Weekend,52800
2016-01-16 14:50:00,60,10,21.89,39.4,20.9633,38.8633,20.9633,41.29,20.39,41.6633,19.79,60.7333,4.9233,96.33,20.6,39.43,20.5333,45.5967,18.2,43.9,5.3,763.7,69.1667,6.5,40.0,-0.0833,14,5,1,Weekend,53400
2016-01-16 15:00:00,70,10,21.89,39.4,20.9633,38.79,20.89,41.3633,20.39,41.59,19.7,59.5633,4.3967,96.1233,20.6,39.23,20.5,45.1,18.2,43.9,5.2,763.7,67.0,7.0,40.0,-0.6,15,5,1,Weekend,54000
2016-01-16 15:10:00,80,10,21.89,39.26,20.89,38.6633,20.8567,41.3633,20.29,41.3333,19.6333,58.8233,4.06,96.09,20.6,38.93,20.5,44.7667,18.1667,43.76,5.0167,763.8833,67.6667,6.5,44.1667,-0.6333,15,5,1,Weekend,54600
2016-01-16 15:20:00,70,10,21.8233,39.1267,20.89,38.53,20.79,41.3633,20.29,41.2,19.6,57.96,4.0,96.09,20.6,38.6567,20.39,44.2233,18.1,43.6267,4.8333,764.0667,68.3333,6.0,48.3333,-0.6667,15,5,1,Weekend,55200
2016-01-16 15:30:00,175,10,21.76,39.06,20.79,38.3633,20.79,41.4,20.29,41.09,19.5333,57.5,3.9667,96.1233,20.6,38.3333,20.34,43.8975,18.1,43.5267,4.65,764.25,69.0,5.5,52.5,-0.7,15,5,1,Weekend,55800
2016-01-16 15:40:00,175,20,21.7,38.9333,20.79,38.23,20.79,41.4,20.43,41.4233,19.5,56.8633,3.8267,96.19,20.575,37.975,20.3233,43.5667,18.1,43.2225,4.4667,764.4333,69.6667,5.0,56.6667,-0.7333,15,5,1,Weekend,56400
2016-01-16 15:50:00,175,10,21.7,38.93,20.76,38.2,20.79,41.29,20.9267,41.7,19.5,56.39,3.8267,96.19,20.5,37.5667,20.29,43.3633,18.1,43.03,4.2833,764.6167,70.3333,4.5,60.8333,-0.7667,15,5,1,Weekend,57000
2016-01-16 16:00:00,80,10,21.7,38.79,20.7,38.2,20.79,41.29,21.4667,41.5,19.39,55.7967,4.0267,96.2633,20.4633,37.2233,20.29,43.1567,18.1,42.9,4.1,764.8,71.0,4.0,65.0,-0.8,16,5,1,Weekend,57600
2016-01-16 16:10:00,70,10,21.65,38.69,20.7,38.1633,20.79,41.4,21.6667,40.9,19.39,55.39,4.3667,96.3333,20.39,37.03,20.2,42.8633,18.0333,42.8267,3.6833,764.7333,73.8333,3.8333,60.8333,-0.7,16,5,1,Weekend,58200
2016-01-16 16:20:00,70,0,21.6,38.56,20.7,38.0675,20.79,41.4,21.5333,40.5,19.3567,54.9,4.5,96.4,20.39,37.03,20.2,42.73,18.1,42.9,3.2667,764.6667,76.6667,3.6667,56.6667,-0.6,16,5,1,Weekend,58800
2016-01-16 16:30:00,80,10,21.6,38.5,20.7,37.9333,20.76,41.4,21.3567,40.2233,19.29,54.5,3.4933,96.23,20.39,37.03,20.2,42.56,18.1,42.9,2.85,764.6,79.5,3.5,52.5,-0.5,16,5,1,Weekend,59400
2016-01-16 16:40:00,70,20,21.5,38.4,20.6,37.79,20.7,41.425,21.29,40.09,19.29,54.1333,2.6933,95.9633,20.3567,36.8633,20.2,42.4333,18.1,42.7233,2.4333,764.5333,82.3333,3.3333,48.3333,-0.4,16,5,1,Weekend,60000
2016-01-16 16:50:00,80,20,21.5,38.3267,20.6,37.73,20.7,41.5,21.1667,39.9667,19.29,53.86,2.4,95.85,20.29,36.73,20.2,42.1633,18.0333,42.4633,2.0167,764.4667,85.1667,3.1667,44.1667,-0.3,16,5,1,Weekend,60600
2016-01-16 17:00:00,80,20,21.5,38.26,20.5667,37.7,20.7,41.4,21.1,39.8267,19.2,53.5267,2.3633,95.9,20.2,36.5,20.1333,42.09,18.0,42.2233,1.6,764.4,88.0,3.0,40.0,-0.2,17,5,1,Weekend,61200
2016-01-16 17:10:00,150,20,21.4267,38.1267,20.5,37.7,20.7,41.4667,21.0667,39.93,19.2,53.3267,2.3633,95.9,20.1333,36.5,20.1,42.33,18.0,42.03,1.75,764.45,86.3333,3.6667,40.0,-0.3333,17,5,1,Weekend,61800
2016-01-16 17:20:00,175,30,21.39,38.23,20.4633,37.59,20.7,41.3633,21.0,39.73,19.2,53.06,2.3633,95.9333,20.0667,36.5,20.1667,42.7233,18.0,41.8633,1.9,764.5,84.6667,4.3333,40.0,-0.4667,17,5,1,Weekend,62400
2016-01-16 17:30:00,175,30,21.39,38.43,20.4633,37.59,20.6333,41.1567,21.0,39.6933,19.175,52.8975,2.23,95.9333,20.0,36.5,20.2633,43.03,17.9267,41.73,2.05,764.55,83.0,5.0,40.0,-0.6,17,5,1,Weekend,63000
2016-01-16 17:40:00,175,20,21.39,38.56,20.39,37.59,20.6,41.0,20.9175,39.5225,19.1,52.73,2.4,96.0,19.9633,36.6267,20.39,43.09,17.89,41.56,2.2,764.6,81.3333,5.6667,40.0,-0.7333,17,5,1,Weekend,63600
2016-01-16 17:50:00,175,30,21.3233,38.56,20.39,37.59,20.6,40.86,20.89,39.53,19.1,52.56,2.2667,95.9333,19.89,36.76,20.5333,43.09,17.89,41.5,2.35,764.65,79.6667,6.3333,40.0,-0.8667,17,5,1,Weekend,64200
2016-01-16 18:00:00,175,20,21.29,38.5,20.4633,37.7,20.6,40.8333,20.89,39.26,19.0333,52.4333,2.0267,95.9667,19.89,36.8267,20.6,43.09,17.89,41.3633,2.5,764.7,78.0,7.0,40.0,-1.0,18,5,1,Weekend,64800
2016-01-16 18:10:00,175,20,21.29,38.56,20.4633,37.76,20.6,40.6267,20.89,39.2,19.0,52.3633,1.8267,95.9,19.89,36.9667,20.6333,43.03,17.89,41.23,2.4167,764.7667,79.5,6.3333,40.0,-0.8167,18,5,1,Weekend,65400
2016-01-16 18:20:00,175,30,21.4267,39.0,20.5333,37.76,20.6333,40.5,20.8567,39.1633,19.0,52.29,1.6333,95.9,19.79,37.0,20.76,42.9633,17.89,41.06,2.3333,764.8333,81.0,5.6667,40.0,-0.6333,18,5,1,Weekend,66000
2016-01-16 18:30:00,175,20,21.5667,39.06,20.679,37.745,20.7,40.4333,20.79,39.09,18.9529,52.2514,1.36,95.9667,19.79,37.009,20.8483,42.8725,17.89,41.0,2.25,764.9,82.5,5.0,40.0,-0.45,18,5,1,Weekend,66600
2016-01-16 18:40:00,175,20,21.73,40.9,20.79,37.79,20.7,40.4333,20.8233,39.2667,18.9633,52.1333,0.8,96.09,19.79,37.1214,20.89,42.76,17.79,40.76,2.1667,764.9667,84.0,4.3333,40.0,-0.2667,18,5,1,Weekend,67200
2016-01-16 18:50:00,175,30,21.93,42.7667,21.04,38.08,20.7,40.6333,20.89,39.7333,18.89,51.8817,0.4667,96.09,19.79,37.1843,20.9267,42.6633,17.79,40.6725,2.0833,765.0333,85.5,3.6667,40.0,-0.0833,18,5,1,Weekend,67800
2016-01-16 19:00:00,175,20,22.1633,42.4,21.2864,38.39,20.86,41.7233,20.89,39.9267,18.89,51.8144,0.1667,96.09,19.7169,36.9469,20.9371,42.6214,17.79,40.59,2.0,765.1,87.0,3.0,40.0,0.1,19,5,1,Weekend,68400
2016-01-16 19:10:00,175,10,22.4967,43.1933,21.5594,38.9033,21.1933,43.7233,20.89,40.5333,18.89,51.96,0.0333,96.09,19.7,36.6272,20.89,42.3656,17.79,40.5,1.8,765.0667,87.8333,2.6667,40.0,0.0333,19,5,1,Weekend,69000
2016-01-16 19:20:00,175,10,22.8933,42.1933,21.7928,39.225,21.6967,45.1,20.89,40.2967,18.89,52.1106,0.1667,96.2267,19.6278,36.2561,20.8011,42.25,17.79,40.5,1.6,765.0333,88.6667,2.3333,40.0,-0.0333,19,5,1,Weekend,69600
2016-01-16 19:30:00,175,10,23.175,41.67,21.9572,39.2289,22.0967,45.56,20.8233,39.89,18.89,52.235,0.65,96.4,19.5944,35.9478,20.9267,42.4667,17.79,40.4,1.4,765.0,89.5,2.0,40.0,-0.1,19,5,1,Weekend,70200
2016-01-16 19:40:00,175,20,23.2,41.2267,22.0111,39.0872,22.4267,45.7,20.79,40.3967,18.89,52.3022,0.9667,96.4333,19.5667,35.8022,21.0444,42.4867,17.79,40.4,1.2,764.9667,90.3333,1.6667,40.0,-0.1667,19,5,1,Weekend,70800
2016-01-16 19:50:00,175,40,23.29,40.7967,22.0938,38.9425,22.6725,45.52,20.79,40.6567,18.89,52.31,1.0,96.3,19.5806,36.7388,21.1143,42.5,17.79,40.3633,1.0,764.9333,91.1667,1.3333,40.0,-0.2333,19,5,1,Weekend,71400
2016-01-16 20:00:00,120,30,23.29,40.39,22.1,38.6267,22.79,45.0,20.79,40.26,18.89,52.23,0.7333,96.2267,19.9175,38.1675,21.2,42.4667,17.79,40.29,0.8,764.9,92.0,1.0,40.0,-0.3,20,5,1,Weekend,72000
2016-01-16 20:10:00,110,40,23.29,39.93,22.1,38.4667,22.79,44.5,20.79,40.1267,18.89,52.1633,0.4333,96.3,20.1,37.9333,21.2,42.4667,17.79,40.26,0.7333,764.9333,92.6667,1.6667,35.6667,-0.2667,20,5,1,Weekend,72600
2016-01-16 20:20:00,100,40,23.29,39.73,22.1,38.4,22.73,44.1667,20.79,40.1667,18.89,52.1633,0.3667,96.3,20.1,37.76,21.1333,42.5,17.79,40.2,0.6667,764.9667,93.3333,2.3333,31.3333,-0.2333,20,5,1,Weekend,73200
2016-01-16 20:30:00,110,40,23.29,39.6633,22.15,38.29,22.5667,43.89,20.8567,40.8333,18.8567,52.06,0.4333,96.3667,20.1,37.645,21.1333,42.4333,17.79,40.1633,0.6,765.0,94.0,3.0,27.0,-0.2,20,5,1,Weekend,73800
2016-01-16 20:40:00,130,40,23.29,39.4633,22.1,38.2,22.5,43.9633,20.9267,41.1267,18.79,51.9333,0.5667,96.5,20.0667,37.2967,21.1667,42.4667,17.79,40.09,0.5333,765.0333,94.6667,3.6667,22.6667,-0.1667,20,5,1,Weekend,74400
2016-01-16 20:50:00,140,30,23.29,39.1267,22.1,38.2,22.4633,43.2967,21.0,41.17,18.89,51.9667,0.7667,96.53,20.0667,37.1633,21.1,42.4,17.79,40.09,0.4667,765.0667,95.3333,4.3333,18.3333,-0.1333,20,5,1,Weekend,75000
2016-01-16 21:00:00,110,30,23.29,39.0667,22.1,38.2,22.39,43.03,21.0,40.7667,18.8233,51.8267,0.9667,96.53,20.1,37.0,21.1,42.29,17.79,40.03,0.4,765.1,96.0,5.0,14.0,-0.1,21,5,1,Weekend,75600
2016-01-16 21:10:00,100,20,23.29,38.7,22.1667,38.2,22.29,42.56,21.0,40.3333,18.79,51.7,1.0,96.4,20.1,36.9333,21.1667,42.29,17.79,40.0,0.4167,765.05,96.3333,4.5,15.5,-0.05,21,5,1,Weekend,76200
2016-01-16 21:20:00,100,30,23.29,38.7,22.2,38.1725,22.29,42.4333,21.0667,40.46,18.79,51.7,1.0667,96.4,20.1,36.7233,21.2,42.26,17.73,40.0,0.4333,765.0,96.6667,4.0,17.0,0.0,21,5,1,Weekend,76800
2016-01-16 21:30:00,110,20,23.29,38.56,22.1333,38.03,22.2,42.1633,21.1,40.43,18.79,51.59,1.1,96.4,20.0333,36.59,21.2,42.1267,17.76,40.0,0.45,764.95,97.0,3.5,18.5,0.05,21,5,1,Weekend,77400
2016-01-16 21:40:00,110,20,23.23,38.4333,22.1,37.9667,22.1333,42.09,21.1,40.23,18.79,51.5225,1.1,96.4,20.0,36.7,21.2,42.06,17.76,40.0,0.4667,764.9,97.3333,3.0,20.0,0.1,21,5,1,Weekend,78000
2016-01-16 21:50:00,175,20,23.26,38.3633,22.1,37.9,22.0667,41.9667,21.1,40.06,18.79,51.5,1.0333,96.3667,20.0,36.7,21.2,42.0,17.7,39.9,0.4833,764.85,97.6667,2.5,21.5,0.15,21,5,1,Weekend,78600
2016-01-16 22:00:00,175,20,23.2,38.29,22.1,37.8633,22.0,41.8267,21.1,40.06,18.79,51.3633,1.1,96.5,19.89,36.6633,21.23,41.9333,17.745,39.9,0.5,764.8,98.0,2.0,23.0,0.2,22,5,1,Weekend,79200
2016-01-16 22:10:00,175,20,23.1667,38.1633,22.1,37.79,21.89,41.7,21.3,40.53,18.79,51.29,1.245,96.5,19.89,36.6633,21.29,42.0,17.7,39.9,0.5833,764.75,97.1667,2.1667,24.0,0.1667,22,5,1,Weekend,79800
2016-01-16 22:20:00,100,30,23.1,38.09,22.1,37.79,21.89,41.7,21.6333,40.53,18.7,51.1633,1.26,96.4667,19.8567,36.6633,21.3233,41.9667,17.7,39.9,0.6667,764.7,96.3333,2.3333,25.0,0.1333,22,5,1,Weekend,80400
2016-01-16 22:30:00,90,20,23.0667,38.1267,22.0333,37.73,21.79,41.6567,21.7,40.29,18.7,51.2233,1.1333,96.4667,19.8567,36.9967,21.39,41.9667,17.7,39.8267,0.75,764.65,95.5,2.5,26.0,0.1,22,5,1,Weekend,81000
2016-01-16 22:40:00,90,20,23.0,38.3333,21.9633,37.7,21.73,41.79,21.7,40.29,18.7,51.5667,1.1,96.5,19.89,37.5667,21.5,42.3,17.7,40.03,0.8333,764.6,94.6667,2.6667,27.0,0.0667,22,5,1,Weekend,81600
2016-01-16 22:50:00,80,20,22.89,38.545,21.89,37.76,21.6,41.79,21.7,40.4633,18.7,51.76,1.1667,96.5,19.89,37.8333,21.5,42.6333,17.7,40.2233,0.9167,764.55,93.8333,2.8333,28.0,0.0333,22,5,1,Weekend,82200
2016-01-16 23:00:00,70,20,22.8567,38.79,21.8567,37.79,21.6,41.8725,21.6333,40.53,18.7,52.0667,1.2,96.4333,19.8567,38.1567,21.5,43.0967,17.7,40.4633,1.0,764.5,93.0,3.0,29.0,0.0,23,5,1,Weekend,82800
2016-01-16 23:10:00,70,10,22.79,38.8633,21.79,37.79,21.5333,41.9,21.6,40.6267,18.6333,52.2,1.0667,96.4333,19.79,38.3425,21.5,43.565,17.7,40.7233,0.9167,764.5,93.5,2.8333,27.5,0.0,23,5,1,Weekend,83400
2016-01-16 23:20:00,70,10,22.79,38.86,21.76,37.9333,21.5,42.03,21.5333,40.76,18.6,52.26,0.8333,96.4667,19.79,38.6333,21.5,44.1233,17.7,40.9333,0.8333,764.5,94.0,2.6667,26.0,0.0,23,5,1,Weekend,84000
2016-01-16 23:30:00,60,0,22.73,39.1933,21.7,38.0,21.5,42.03,21.4633,40.9,18.6,52.26,0.6333,96.4,19.79,38.7,21.5,44.7,17.7,41.06,0.75,764.5,94.5,2.5,24.5,0.0,23,5,1,Weekend,84600
2016-01-16 23:40:00,30,0,22.6,39.23,21.6667,38.0,21.5,42.09,21.3233,40.9,18.6,52.53,0.5,96.5,19.79,38.76,21.5,45.0333,17.7,41.2667,0.6667,764.5,95.0,2.3333,23.0,0.0,23,5,1,Weekend,85200
2016-01-16 23:50:00,30,0,22.6,39.29,21.6,38.0675,21.5,42.1633,21.26,41.0,18.6,52.6633,0.5,96.5,19.7,38.9,21.5,45.7267,17.76,41.4667,0.5833,764.5,95.5,2.1667,21.5,0.0,23,5,1,Weekend,85800
2016-01-17 00:00:00,30,0,22.5,39.3633,21.5333,38.09,21.4633,42.2,21.175,41.0675,18.6,52.79,0.4,96.3667,19.7,38.9667,21.4267,46.06,17.7,41.73,0.5,764.5,96.0,2.0,20.0,0.0,0,6,1,Weekend,0
2016-01-17 00:10:00,40,0,22.4267,39.29,21.5,38.1267,21.39,42.2,21.1,41.1633,18.6,52.8633,0.4,96.3667,19.7,39.1267,21.39,46.3267,17.7,41.93,0.55,764.5,96.0,2.1667,27.5,0.0333,0,6,1,Weekend,600
2016-01-17 00:20:00,50,0,22.39,39.29,21.4267,38.1267,21.39,42.29,20.9633,41.23,18.6,53.0,0.4333,96.4333,19.7,39.3333,21.39,46.4667,17.7,42.1567,0.6,764.5,96.0,2.3333,35.0,0.0667,0,6,1,Weekend,1200
2016-01-17 00:30:00,60,0,22.3233,39.3633,21.3567,38.23,21.39,42.29,20.89,41.29,18.6,53.0,0.5,96.5,19.7,39.4,21.3567,46.8,17.7,42.3633,0.65,764.5,96.0,2.5,42.5,0.1,0,6,1,Weekend,1800
2016-01-17 00:40:00,50,0,22.29,39.4333,21.29,38.29,21.39,42.3633,20.89,41.4,18.6,53.1267,0.5667,96.4333,19.7,39.4667,21.29,47.1933,17.7,42.6267,0.7,764.5,96.0,2.6667,50.0,0.1333,0,6,1,Weekend,2400
2016-01-17 00:50:00,50,0,22.23,39.5,21.29,38.29,21.39,42.3633,20.8233,41.3267,18.55,53.2225,0.475,96.475,19.6,39.59,21.29,47.3633,17.76,42.76,0.75,764.5,96.0,2.8333,57.5,0.1667,0,6,1,Weekend,3000
2016-01-17 01:00:00,50,0,22.2,39.5,21.29,38.29,21.39,42.4,20.7,41.4,18.5333,53.29,0.4,96.4,19.6,39.6633,21.23,47.0967,17.79,43.0,0.8,764.5,96.0,3.0,65.0,0.2,1,6,1,Weekend,3600
2016-01-17 01:10:00,50,0,22.1333,39.56,21.2,38.29,21.39,42.3267,20.7,41.4,18.5,53.4333,0.4,96.4,19.6,39.86,21.2,47.03,17.745,43.095,0.8333,764.55,95.5,3.0,58.0,0.1667,1,6,1,Weekend,4200
2016-01-17 01:20:00,50,0,22.0667,39.6633,21.1333,38.29,21.39,42.4,20.6667,41.4667,18.5,53.5,0.3333,96.4,19.6,40.1933,21.2,47.09,17.79,43.3333,0.8667,764.6,95.0,3.0,51.0,0.1333,1,6,1,Weekend,4800
2016-01-17 01:30:00,50,0,22.0,39.6633,21.1,38.4,21.39,42.4,20.6,41.4,18.5,53.6267,0.3333,96.4,19.6,40.4333,21.2,47.23,17.79,43.53,0.9,764.65,94.5,3.0,44.0,0.1,1,6,1,Weekend,5400
